geoid,name,B08134001,"B08134001, Error",B08134002,"B08134002, Error",B08134003,"B08134003, Error",B08134004,"B08134004, Error",B08134005,"B08134005, Error",B08134006,"B08134006, Error",B08134007,"B08134007, Error",B08134008,"B08134008, Error",B08134009,"B08134009, Error",B08134010,"B08134010, Error",B08134011,"B08134011, Error",B08134012,"B08134012, Error",B08134013,"B08134013, Error",B08134014,"B08134014, Error",B08134015,"B08134015, Error",B08134016,"B08134016, Error",B08134017,"B08134017, Error",B08134018,"B08134018, Error",B08134019,"B08134019, Error",B08134020,"B08134020, Error",B08134021,"B08134021, Error",B08134022,"B08134022, Error",B08134023,"B08134023, Error",B08134024,"B08134024, Error",B08134025,"B08134025, Error",B08134026,"B08134026, Error",B08134027,"B08134027, Error",B08134028,"B08134028, Error",B08134029,"B08134029, Error",B08134030,"B08134030, Error",B08134031,"B08134031, Error",B08134032,"B08134032, Error",B08134033,"B08134033, Error",B08134034,"B08134034, Error",B08134035,"B08134035, Error",B08134036,"B08134036, Error",B08134037,"B08134037, Error",B08134038,"B08134038, Error",B08134039,"B08134039, Error",B08134040,"B08134040, Error",B08134041,"B08134041, Error",B08134042,"B08134042, Error",B08134043,"B08134043, Error",B08134044,"B08134044, Error",B08134045,"B08134045, Error",B08134046,"B08134046, Error",B08134047,"B08134047, Error",B08134048,"B08134048, Error",B08134049,"B08134049, Error",B08134050,"B08134050, Error",B08134051,"B08134051, Error",B08134052,"B08134052, Error",B08134053,"B08134053, Error",B08134054,"B08134054, Error",B08134055,"B08134055, Error",B08134056,"B08134056, Error",B08134057,"B08134057, Error",B08134058,"B08134058, Error",B08134059,"B08134059, Error",B08134060,"B08134060, Error",B08134061,"B08134061, Error",B08134062,"B08134062, Error",B08134063,"B08134063, Error",B08134064,"B08134064, Error",B08134065,"B08134065, Error",B08134066,"B08134066, Error",B08134067,"B08134067, Error",B08134068,"B08134068, Error",B08134069,"B08134069, Error",B08134070,"B08134070, Error",B08134071,"B08134071, Error",B08134072,"B08134072, Error",B08134073,"B08134073, Error",B08134074,"B08134074, Error",B08134075,"B08134075, Error",B08134076,"B08134076, Error",B08134077,"B08134077, Error",B08134078,"B08134078, Error",B08134079,"B08134079, Error",B08134080,"B08134080, Error",B08134081,"B08134081, Error",B08134082,"B08134082, Error",B08134083,"B08134083, Error",B08134084,"B08134084, Error",B08134085,"B08134085, Error",B08134086,"B08134086, Error",B08134087,"B08134087, Error",B08134088,"B08134088, Error",B08134089,"B08134089, Error",B08134090,"B08134090, Error",B08134091,"B08134091, Error",B08134092,"B08134092, Error",B08134093,"B08134093, Error",B08134094,"B08134094, Error",B08134095,"B08134095, Error",B08134096,"B08134096, Error",B08134097,"B08134097, Error",B08134098,"B08134098, Error",B08134099,"B08134099, Error",B08134100,"B08134100, Error",B08134101,"B08134101, Error",B08134102,"B08134102, Error",B08134103,"B08134103, Error",B08134104,"B08134104, Error",B08134105,"B08134105, Error",B08134106,"B08134106, Error",B08134107,"B08134107, Error",B08134108,"B08134108, Error",B08134109,"B08134109, Error",B08134110,"B08134110, Error",B08134111,"B08134111, Error",B08134112,"B08134112, Error",B08134113,"B08134113, Error",B08134114,"B08134114, Error",B08134115,"B08134115, Error",B08134116,"B08134116, Error",B08134117,"B08134117, Error",B08134118,"B08134118, Error",B08134119,"B08134119, Error",B08134120,"B08134120, Error"
14000US06073003403,"Census Tract 34.03, San Diego, CA",1584,255,18,22,169,77,326,136,421,114,159,105,252,117,162,116,29,37,48,47,1493,267,18,22,169,77,316,140,393,118,149,106,252,117,162,116,13,21,21,30,1263,285,18,22,126,69,292,147,259,106,149,106,252,117,133,109,13,21,21,30,230,95,0,12,43,41,24,22,134,75,0,12,0,12,29,38,0,12,0,12,157,65,0,12,21,33,24,22,83,54,0,12,0,12,29,38,0,12,0,12,73,68,0,12,22,27,0,12,51,50,0,12,0,12,0,12,0,12,0,12,61,56,0,12,0,12,0,12,8,13,10,17,0,12,0,12,16,29,27,37,61,56,0,12,0,12,0,12,8,13,10,17,0,12,0,12,16,29,27,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,39,0,12,0,12,10,19,20,30,0,12,0,12,0,12,0,12,0,12
14000US06073003404,"Census Tract 34.04, San Diego, CA",2104,266,204,113,314,138,320,128,482,164,125,71,359,106,86,65,130,75,84,48,1992,266,204,113,314,138,320,128,458,160,125,71,357,105,66,59,119,73,29,29,1620,255,145,90,196,116,252,108,408,137,99,63,325,87,47,52,119,73,29,29,372,152,59,80,118,89,68,60,50,45,26,42,32,40,19,24,0,17,0,17,355,152,59,80,118,89,68,60,39,42,26,42,26,38,19,24,0,17,0,17,17,20,0,17,0,17,0,17,11,18,0,17,6,11,0,17,0,17,0,17,88,64,0,17,0,17,0,17,0,17,0,17,2,8,20,32,11,16,55,48,88,64,0,17,0,17,0,17,0,17,0,17,2,8,20,32,11,16,55,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,24,35,0,17,0,17,0,17,24,35,0,17,0,17,0,17,0,17,0,17
14000US06073003501,"Census Tract 35.01, San Diego, CA",1848,290,78,63,201,68,336,134,452,162,195,107,351,118,134,74,65,41,36,33,1741,282,62,59,201,68,336,134,410,149,195,107,351,118,129,74,40,31,17,27,1360,201,46,53,146,67,296,137,390,141,159,91,175,80,100,81,32,30,16,26,381,181,16,18,55,51,40,48,20,28,36,50,176,108,29,41,8,14,1,5,310,168,16,18,37,42,40,48,20,28,25,41,135,96,29,41,8,14,0,17,71,69,0,17,18,34,0,17,0,17,11,18,41,55,0,17,0,17,1,5,91,64,0,17,0,17,0,17,42,55,0,17,0,17,5,11,25,26,19,19,86,59,0,17,0,17,0,17,42,55,0,17,0,17,0,17,25,26,19,19,5,11,0,17,0,17,0,17,0,17,0,17,0,17,5,11,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,23,16,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
14000US06073003502,"Census Tract 35.02, San Diego, CA",1792,254,63,38,219,101,203,103,322,105,173,101,368,134,227,123,98,67,119,70,1600,249,44,34,219,101,203,103,307,104,173,101,324,110,205,116,98,67,27,32,1366,207,44,34,181,78,203,103,259,101,173,101,307,112,92,71,98,67,9,14,234,151,0,12,38,52,0,12,48,46,0,12,17,26,113,102,0,12,18,21,170,106,0,12,15,24,0,12,24,28,0,12,17,26,96,99,0,12,18,21,64,100,0,12,23,36,0,12,24,37,0,12,0,12,17,26,0,12,0,12,126,74,0,12,0,12,0,12,0,12,0,12,34,50,0,12,0,12,92,61,126,74,0,12,0,12,0,12,0,12,0,12,34,50,0,12,0,12,92,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,27,19,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,44,0,12,0,12,0,12,15,24,0,12,10,16,22,36,0,12,0,12
14000US06073003601,"Census Tract 36.01, San Diego, CA",1029,137,59,37,97,50,187,59,122,70,172,71,238,73,71,42,19,21,64,39,919,141,46,32,97,50,177,59,122,70,152,70,218,72,53,38,19,21,35,30,751,134,41,32,76,41,161,58,122,70,104,44,168,66,38,34,6,10,35,30,168,61,5,8,21,25,16,15,0,12,48,38,50,34,15,17,13,19,0,12,136,58,0,12,13,21,16,15,0,12,33,35,46,36,15,17,13,19,0,12,32,27,5,8,8,16,0,12,0,12,15,16,4,8,0,12,0,12,0,12,70,40,0,12,0,12,10,15,0,12,20,25,7,13,4,7,0,12,29,26,70,40,0,12,0,12,10,15,0,12,20,25,7,13,4,7,0,12,29,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,46,13,21,0,12,0,12,0,12,0,12,13,20,14,22,0,12,0,12
14000US06073003602,"Census Tract 36.02, San Diego, CA",1225,148,70,49,127,52,264,78,180,67,79,46,296,98,75,40,64,33,70,36,1106,124,49,29,112,51,252,79,180,67,79,46,268,88,75,40,56,31,35,25,874,129,49,29,104,52,196,68,180,67,51,38,201,76,42,28,41,26,10,12,232,78,0,12,8,15,56,48,0,12,28,25,67,49,33,30,15,18,25,22,180,74,0,12,0,12,56,48,0,12,0,12,59,47,33,30,15,18,17,19,52,34,0,12,8,15,0,12,0,12,28,25,8,12,0,12,0,12,8,11,43,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,35,27,43,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,35,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,38,21,29,0,12,12,18,0,12,0,12,11,16,0,12,0,12,0,12,32,36,0,12,15,20,0,12,0,12,0,12,17,18,0,12,0,12,0,12
14000US06073003603,"Census Tract 36.03, San Diego, CA",1834,270,115,82,115,68,230,105,327,132,337,136,472,153,78,62,91,54,69,55,1707,273,104,78,115,68,209,93,312,124,337,136,446,162,78,62,56,46,50,49,1429,264,78,59,115,68,203,93,288,125,254,101,347,137,78,62,48,43,18,29,278,130,26,35,0,12,6,10,24,28,83,83,99,103,0,12,8,14,32,41,278,130,26,35,0,12,6,10,24,28,83,83,99,103,0,12,8,14,32,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,64,0,12,0,12,21,35,15,28,0,12,0,12,0,12,35,41,19,22,90,64,0,12,0,12,21,35,15,28,0,12,0,12,0,12,35,41,19,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,24,11,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,39,0,12,0,12,0,12,0,12,0,12,26,39,0,12,0,12,0,12
14000US06073003800,"Census Tract 38, San Diego, CA",4956,906,688,320,976,292,1117,323,833,212,261,148,551,189,161,136,150,110,219,156,2749,668,325,249,557,169,504,183,390,147,209,142,344,183,125,115,108,92,187,146,2119,543,223,192,458,183,411,169,335,135,140,98,209,129,117,115,108,92,118,83,630,225,102,77,99,58,93,80,55,51,69,78,135,123,8,16,0,17,69,77,449,196,57,50,71,48,63,72,43,44,62,73,95,109,8,16,0,17,50,71,181,91,45,59,28,29,30,32,12,27,7,15,40,45,0,17,0,17,19,30,234,150,9,18,53,49,76,82,17,26,0,17,41,44,24,38,14,30,0,17,220,145,9,18,53,49,76,82,17,26,0,17,41,44,24,38,0,17,0,17,14,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1820,442,354,216,357,157,451,203,377,126,52,42,157,89,12,26,28,37,32,57,153,105,0,17,9,19,86,101,49,40,0,17,9,20,0,17,0,17,0,17
14000US06073003901,"Census Tract 39.01, San Diego, CA",1563,159,33,31,188,71,224,72,298,88,127,60,392,105,72,37,92,46,137,63,1188,140,17,15,136,67,164,54,289,89,115,57,297,78,56,33,74,41,40,28,943,134,17,15,114,61,113,45,241,85,71,43,267,73,37,28,58,35,25,18,245,74,0,12,22,25,51,33,48,38,44,36,30,27,19,19,16,22,15,20,208,74,0,12,22,25,38,24,43,36,44,36,21,21,19,19,6,9,15,20,37,28,0,12,0,12,13,15,5,8,0,12,9,14,0,12,10,19,0,12,232,86,0,12,13,14,12,20,0,12,0,12,88,61,10,14,12,18,97,58,223,83,0,12,13,14,12,20,0,12,0,12,79,55,10,14,12,18,97,58,9,13,0,12,0,12,0,12,0,12,0,12,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,92,63,16,26,39,33,37,34,0,12,0,12,0,12,0,12,0,12,0,12,51,25,0,12,0,12,11,18,9,8,12,17,7,11,6,9,6,9,0,12
14000US06073003902,"Census Tract 39.02, San Diego, CA",1674,276,61,55,304,103,193,120,374,124,223,98,291,134,66,47,109,82,53,42,1448,269,61,55,256,99,162,113,328,104,219,97,291,134,66,47,55,56,10,22,1092,233,48,45,216,98,28,30,319,99,148,82,240,113,54,45,29,36,10,22,356,152,13,21,40,46,134,111,9,15,71,56,51,50,12,21,26,41,0,12,219,102,13,21,10,15,86,81,9,15,50,50,26,31,12,21,13,21,0,12,137,95,0,12,30,43,48,74,0,12,21,31,25,28,0,12,13,20,0,12,136,96,0,12,9,15,0,12,46,68,0,12,0,12,0,12,54,59,27,29,136,96,0,12,9,15,0,12,46,68,0,12,0,12,0,12,54,59,27,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,55,41,0,12,39,37,16,20,0,12,0,12,0,12,0,12,0,12,0,12,35,37,0,12,0,12,15,22,0,12,4,8,0,12,0,12,0,12,16,25
14000US06073004000,"Census Tract 40, San Diego, CA",2250,310,77,58,333,158,647,243,191,95,93,75,315,135,94,74,147,92,353,196,1758,282,58,53,311,136,583,234,135,86,69,65,220,125,72,71,78,53,232,184,1385,251,34,44,274,129,496,241,117,81,36,40,171,79,52,60,58,43,147,119,373,167,24,29,37,46,87,69,18,21,33,53,49,65,20,31,20,31,85,94,271,130,24,29,37,46,37,33,18,21,33,53,49,65,20,31,20,31,33,31,102,104,0,17,0,17,50,60,0,17,0,17,0,17,0,17,0,17,52,86,410,131,0,17,1,2,64,64,33,36,24,37,85,68,13,16,69,78,121,73,386,124,0,17,1,2,54,62,33,36,24,37,85,68,13,16,69,78,107,68,24,27,0,17,0,17,10,15,0,17,0,17,0,17,0,17,0,17,14,22,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,59,51,19,30,21,35,0,17,0,17,0,17,10,16,9,15,0,17,0,17,23,26,0,17,0,17,0,17,23,26,0,17,0,17,0,17,0,17,0,17
14000US06073004100,"Census Tract 41, San Diego, CA",3445,374,373,161,396,178,711,277,343,132,217,157,596,253,223,128,242,128,344,192,2892,406,350,163,381,177,649,268,317,125,152,121,536,227,198,120,175,115,134,130,2424,449,335,163,364,175,504,219,317,125,152,121,349,167,183,123,86,78,134,130,468,263,15,24,17,27,145,150,0,17,0,17,187,182,15,28,89,91,0,17,451,264,15,24,0,17,145,150,0,17,0,17,187,182,15,28,89,91,0,17,17,27,0,17,17,27,0,17,0,17,0,17,0,17,0,17,0,17,0,17,256,145,0,17,15,24,0,17,26,29,0,17,11,19,0,17,29,41,175,127,256,145,0,17,15,24,0,17,26,29,0,17,11,19,0,17,29,41,175,127,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,172,126,23,38,0,17,46,73,0,17,65,93,0,17,0,17,38,45,0,17,125,103,0,17,0,17,16,27,0,17,0,17,49,80,25,43,0,17,35,40
14000US06073004200,"Census Tract 42, San Diego, CA",3075,359,156,112,568,179,714,191,489,165,360,173,365,127,130,73,273,120,20,25,3016,363,141,111,568,179,702,195,489,165,342,170,365,127,130,73,267,119,12,19,2817,341,141,111,535,171,694,189,448,156,307,141,354,120,115,69,211,116,12,19,199,123,0,17,33,54,8,27,41,52,35,57,11,21,15,24,56,65,0,17,106,86,0,17,33,54,8,27,41,52,0,17,0,17,0,17,24,41,0,17,93,89,0,17,0,17,0,17,0,17,35,57,11,21,15,24,32,53,0,17,6,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,13,0,17,6,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,25,15,25,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,38,35,0,17,0,17,12,20,0,17,18,28,0,17,0,17,0,17,8,17
14000US06073004300,"Census Tract 43, San Diego, CA",2132,225,76,46,470,181,455,154,307,115,174,106,299,118,142,72,90,54,119,89,1937,207,70,44,462,181,455,154,295,108,174,106,219,83,142,72,58,46,62,62,1871,201,53,34,448,178,433,150,295,108,161,104,219,83,142,72,58,46,62,62,66,52,17,28,14,15,22,35,0,12,13,19,0,12,0,12,0,12,0,12,66,52,17,28,14,15,22,35,0,12,13,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,105,0,12,0,12,0,12,12,19,0,12,43,70,0,12,0,12,26,42,81,105,0,12,0,12,0,12,12,19,0,12,43,70,0,12,0,12,26,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,61,0,12,0,12,0,12,0,12,0,12,37,56,0,12,22,25,0,12,55,55,6,11,8,13,0,12,0,12,0,12,0,12,0,12,10,15,31,50
14000US06073004400,"Census Tract 44, San Diego, CA",2232,240,166,108,366,124,438,115,383,123,213,110,278,105,101,77,180,95,107,60,1907,226,70,49,366,124,375,115,333,112,202,105,247,94,101,77,143,78,70,48,1705,223,41,25,339,124,346,112,327,114,169,95,220,88,50,54,143,78,70,48,202,89,29,34,27,26,29,27,6,14,33,42,27,27,51,57,0,12,0,12,135,68,29,34,17,21,29,27,6,14,22,36,21,23,11,17,0,12,0,12,67,58,0,12,10,15,0,12,0,12,11,17,6,14,40,54,0,12,0,12,124,83,0,12,0,12,7,11,40,55,0,12,19,23,0,12,37,53,21,24,124,83,0,12,0,12,7,11,40,55,0,12,19,23,0,12,37,53,21,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,59,46,37,29,0,12,0,12,10,23,0,12,12,17,0,12,0,12,0,12,142,129,59,92,0,12,56,59,0,12,11,19,0,12,0,12,0,12,16,19
14000US06073004501,"Census Tract 45.01, San Diego, CA",1608,183,102,72,325,117,187,80,152,66,96,64,241,105,91,57,258,90,156,82,1463,180,94,70,310,120,181,77,144,67,96,64,233,104,77,53,201,78,127,77,1179,158,94,70,214,79,158,73,137,69,96,64,172,88,58,54,168,79,82,68,284,131,0,12,96,76,23,37,7,11,0,12,61,49,19,21,33,34,45,42,223,117,0,12,75,68,23,37,7,11,0,12,61,49,19,21,10,16,28,46,61,55,0,12,21,34,0,12,0,12,0,12,0,12,0,12,23,39,17,19,74,35,0,12,0,12,0,12,8,13,0,12,8,12,7,12,22,16,29,28,74,35,0,12,0,12,0,12,8,13,0,12,8,12,7,12,22,16,29,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,54,0,12,36,24,8,12,15,17,6,10,0,12,0,12,0,12,7,11,0,12,0,12
14000US06073004600,"Census Tract 46, San Diego, CA",1228,182,243,99,161,62,311,142,196,64,55,46,134,56,35,31,51,35,42,34,1022,186,198,87,115,54,292,137,196,64,55,46,105,54,35,31,26,22,0,12,895,201,169,85,109,53,263,138,161,53,55,46,93,51,19,19,26,22,0,12,127,83,29,35,6,10,29,32,35,42,0,12,12,20,16,26,0,12,0,12,127,83,29,35,6,10,29,32,35,42,0,12,12,20,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,73,50,18,20,0,12,0,12,0,12,0,12,8,13,0,12,25,27,22,29,73,50,18,20,0,12,0,12,0,12,0,12,8,13,0,12,25,27,22,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,77,27,41,30,32,0,12,0,12,0,12,15,25,0,12,0,12,0,12,61,44,0,12,16,20,19,20,0,12,0,12,6,12,0,12,0,12,20,18
14000US06073004700,"Census Tract 47, San Diego, CA",859,125,172,65,156,47,129,48,73,38,31,24,123,56,22,22,45,36,108,68,558,97,79,44,140,45,75,39,59,38,31,24,87,49,22,22,37,35,28,21,474,95,79,44,116,41,75,39,47,34,25,21,53,40,22,22,37,35,20,16,84,44,0,12,24,22,0,12,12,19,6,10,34,33,0,12,0,12,8,12,71,41,0,12,24,22,0,12,12,19,6,10,29,33,0,12,0,12,0,12,13,15,0,12,0,12,0,12,0,12,0,12,5,8,0,12,0,12,8,12,141,64,6,8,0,12,19,23,0,12,0,12,28,28,0,12,8,9,80,56,141,64,6,8,0,12,19,23,0,12,0,12,28,28,0,12,8,9,80,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,123,53,87,44,9,13,19,18,0,12,0,12,8,13,0,12,0,12,0,12,37,29,0,12,7,12,16,16,14,21,0,12,0,12,0,12,0,12,0,12
14000US06073004800,"Census Tract 48, San Diego, CA",1604,274,48,36,244,102,269,101,392,146,94,71,216,106,4,11,138,87,199,105,1272,218,48,36,223,98,260,101,329,126,85,69,187,90,4,11,63,53,73,38,860,184,48,36,179,91,210,88,197,84,63,53,99,63,4,11,11,17,49,36,412,120,0,12,44,34,50,48,132,79,22,33,88,61,0,12,52,50,24,19,240,92,0,12,27,23,0,12,94,70,22,33,45,40,0,12,52,50,0,12,172,95,0,12,17,27,50,48,38,41,0,12,43,50,0,12,0,12,24,19,293,181,0,12,21,34,9,14,53,50,0,12,9,12,0,12,75,71,126,104,245,175,0,12,21,34,0,12,42,47,0,12,9,12,0,12,75,71,98,94,48,45,0,12,0,12,9,14,11,17,0,12,0,12,0,12,0,12,28,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,34,0,12,0,12,0,12,10,15,0,12,20,30,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12
14000US06073004900,"Census Tract 49, San Diego, CA",2175,299,77,58,435,165,304,89,379,119,279,133,245,91,198,93,112,75,146,76,1600,280,65,53,351,148,218,73,303,98,248,131,140,76,181,90,64,54,30,40,1186,253,65,53,283,130,141,59,206,81,181,102,140,76,76,61,64,54,30,40,414,162,0,17,68,46,77,53,97,61,67,87,0,17,105,83,0,17,0,17,404,163,0,17,68,46,77,53,87,60,67,87,0,17,105,83,0,17,0,17,10,15,0,17,0,17,0,17,10,15,0,17,0,17,0,17,0,17,0,17,447,145,0,17,35,38,67,58,42,34,31,47,105,59,17,28,34,31,116,64,428,142,0,17,35,38,67,58,42,34,31,47,105,59,17,28,34,31,97,56,19,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,32,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,62,52,12,18,23,39,13,20,0,17,0,17,0,17,0,17,14,22,0,17,66,62,0,17,26,37,6,11,34,42,0,17,0,17,0,17,0,17,0,17
14000US06073005000,"Census Tract 50, San Diego, CA",827,137,168,76,76,39,72,35,113,55,54,44,191,86,45,33,16,14,92,38,576,114,80,45,55,37,60,33,109,54,35,32,174,84,45,33,5,7,13,17,438,83,49,38,52,35,60,33,88,51,31,31,106,47,34,33,5,7,13,17,138,67,31,30,3,13,0,12,21,24,4,8,68,52,11,13,0,12,0,12,123,64,31,30,3,13,0,12,21,24,4,8,53,47,11,13,0,12,0,12,15,22,0,12,0,12,0,12,0,12,0,12,15,22,0,12,0,12,0,12,126,53,0,12,0,12,7,11,0,12,19,31,10,11,0,12,11,11,79,41,109,47,0,12,0,12,0,12,0,12,19,31,0,12,0,12,11,11,79,41,17,18,0,12,0,12,7,11,0,12,0,12,10,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,102,71,77,66,16,25,5,9,4,8,0,12,0,12,0,12,0,12,0,12,23,20,11,17,5,8,0,12,0,12,0,12,7,11,0,12,0,12,0,12
14000US06073005100,"Census Tract 51, San Diego, CA",2612,313,226,107,310,142,314,158,558,220,220,116,482,196,128,80,146,100,228,122,2033,302,113,82,235,132,302,156,503,207,192,101,363,167,112,75,88,74,125,93,1814,309,102,80,235,132,302,156,470,199,192,101,249,138,68,62,71,68,125,93,219,107,11,19,0,17,0,17,33,36,0,17,114,105,44,50,17,26,0,17,202,103,11,19,0,17,0,17,33,36,0,17,114,105,44,50,0,17,0,17,17,26,0,17,0,17,0,17,0,17,0,17,0,17,0,17,17,26,0,17,356,139,0,17,52,62,9,16,37,51,13,21,68,80,16,27,58,68,103,77,328,145,0,17,52,62,9,16,37,51,0,17,68,80,16,27,58,68,88,74,13,21,0,17,0,17,0,17,0,17,13,21,0,17,0,17,0,17,0,17,15,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,23,210,101,113,82,23,31,0,17,18,28,15,25,41,41,0,17,0,17,0,17,13,19,0,17,0,17,3,7,0,17,0,17,10,18,0,17,0,17,0,17
14000US06073005200,"Census Tract 52, San Diego, CA",3128,383,212,109,648,242,621,203,455,174,120,90,472,215,118,100,252,152,230,131,1945,346,115,76,270,150,432,179,298,141,105,86,427,208,51,60,112,106,135,91,1860,351,100,72,233,134,432,179,283,137,105,86,427,208,51,60,112,106,117,87,85,64,15,23,37,42,0,17,15,36,0,17,0,17,0,17,0,17,18,28,85,64,15,23,37,42,0,17,15,36,0,17,0,17,0,17,0,17,18,28,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,439,175,10,24,36,35,7,16,43,43,15,24,45,49,48,73,140,89,95,83,425,173,10,24,36,35,7,16,43,43,15,24,45,49,48,73,126,87,95,83,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,23,0,17,328,126,48,42,82,76,164,89,34,54,0,17,0,17,0,17,0,17,0,17,416,201,39,48,260,176,18,29,80,92,0,17,0,17,19,30,0,17,0,17
14000US06073005300,"Census Tract 53, San Diego, CA",1982,259,329,158,364,139,591,182,183,92,35,34,166,99,144,94,68,57,102,71,1323,259,172,116,241,133,390,164,122,78,11,18,136,99,118,83,50,50,83,65,1234,266,172,116,211,126,390,164,122,78,11,18,136,99,78,53,31,38,83,65,89,85,0,17,30,47,0,17,0,17,0,17,0,17,40,65,19,30,0,17,89,85,0,17,30,47,0,17,0,17,0,17,0,17,40,65,19,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,139,78,0,17,0,17,0,17,38,36,16,26,30,32,26,41,10,16,19,30,123,72,0,17,0,17,0,17,38,36,0,17,30,32,26,41,10,16,19,30,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,16,26,0,17,0,17,0,17,0,17,16,26,0,17,0,17,0,17,0,17,448,163,157,121,123,76,152,86,0,17,8,13,0,17,0,17,8,13,0,17,72,53,0,17,0,17,49,46,23,28,0,17,0,17,0,17,0,17,0,17
